Load_demand [kWh],Solar_irradiance [W/m^2],Output power [W/m^2],Grid_connection_condition
7.44,0,0,0
7.01,0,0,1
6.08,0,0,1
6.02,0,0,1
6.09,439,134.841,1
5.67,801,395.245,0
6.79,924,620.232,0
7.18,979,786.447,1
7.37,1000,880.88,1
7.23,1003,897.017,0
5.67,987,832.024,1
5.94,945,692.652,0
5.89,853,487.836,0
5.82,627,233.288,1
5.81,0,0,0
6.04,0,0,1
5.82,0,0,1
5.59,0,0,1
6.03,0,0,1
6.11,0,0,0
5.99,0,0,0
5.77,0,0,0
6.12,0,0,0
5.61,0,0,1
5.64,0,0,1
6.31,0,0,1
5.71,0,0,1
6,0,0,0
5.93,69,42.736,0
5.96,145,169.118,1
5.87,446,437.206,1
5.92,962,779.219,1
6.24,952,865.809,0
5.78,957,882.221,0
5.99,942,820.663,0
6.04,905,683.728,1
5.95,809,482.608,1
6.03,575,225.415,1
6.1,0,0,0
6.1,0,0,1
5.98,0,0,1
6.25,0,0,1
5.9,0,0,0
5.9,0,0,0
6.24,0,0,1
5.91,0,0,1
6.13,0,0,1
5.87,0,0,0
16.37,0,0,0
17.92,0,0,0
18.01,0,0,0
18.37,0,0,0
17.86,410,129.278,0
17.99,782,389.968,1
17.95,911,618.38,0
20.58,971,787.508,0
18.93,979,881.423,0
18.66,986,900.28,1
18.92,970,836.874,1
19.25,931,698.162,0
18.44,837,492.083,0
18.37,608,237.132,1
19.1,0,0,0
18.48,0,0,0
18.99,0,0,0
20.67,0,0,1
19.77,0,0,0
19.19,0,0,0
20.84,0,0,1
22.92,0,0,0
18.4,0,0,0
18.61,0,0,1
18.81,0,0,1
19.8,0,0,0
20.94,0,0,0
19.79,0,0,1
17.01,401,126.733,1
17.51,779,395.539,0
18.38,413,424.825,1
18.19,662,657.53,1
19.05,792,798.41,0
16.56,876,848.932,0
16.34,569,655.709,0
16.29,395,467.31,1
16.26,542,391.637,0
5.72,276,150.865,0
5.84,0,0,1
5.57,0,0,1
5.58,0,0,0
5.54,0,0,1
5.72,0,0,0
6.03,0,0,0
5.54,0,0,0
5.92,0,0,1
6.19,0,0,1
5.59,0,0,1
6.03,0,0,0
6.02,0,0,1
5.94,0,0,1
5.79,0,0,0
5.87,367,118.131,1
6.01,747,381.496,1
5.65,881,608.821,0
5.98,941,777.366,1
6.05,963,872.859,1
6.03,964,890.994,0
5.72,940,826.647,0
6.06,767,628.867,0
5.77,502,382.891,1
5.73,26,62.481,0
6.06,0,0,0
5.75,0,0,0
5.97,0,0,1
5.7,0,0,1
6.07,0,0,0
5.91,0,0,0
5.65,0,0,0
6.23,0,0,1
5.58,0,0,1
5.93,0,0,0
5.82,0,0,1
6.02,0,0,1
5.79,0,0,0
5.85,0,0,1
6.19,262,98.506,0
5.53,678,363.737,1
5.89,438,436.631,0
5.99,907,768.345,0
5.74,935,867.737,1
5.76,949,890.73,0
5.85,941,833.97,0
6.02,910,700.76,1
5.61,828,503.366,1
6.23,617,247.456,1
5.89,0,0,0
5.8,0,0,0
5.82,0,0,1
5.94,0,0,0
6.1,0,0,1
5.59,0,0,0
6.2,0,0,1
5.91,0,0,0
5.77,0,0,0
9.24,0,0,0
16.85,0,0,0
18.51,0,0,0
17.45,0,0,0
18.55,0,0,1
18.62,428,131.374,1
17.24,800,399.1,0
17.38,929,633.494,0
17.1,989,806.933,0
17.18,1006,905.387,0
18.25,1011,925.934,1
17.57,996,863.426,1
17.06,956,724.355,0
16.78,867,517.775,1
17.42,653,259.537,1
16.58,0,0,1
17.08,0,0,1
17.32,0,0,1
17.07,0,0,0
17.03,0,0,1
17.23,0,0,0
18.69,0,0,0
18.64,0,0,0
20.88,0,0,1
18.36,0,0,0
18.89,0,0,0
18.22,0,0,0
18.7,0,0,1
19.17,0,0,1
18.11,137,63.278,1
16.7,803,400.253,0
16.94,938,638.047,0
17.67,1002,814.934,0
18.1,1033,920.281,0
18.44,1040,942.133,1
20.24,1026,881.765,0
18.34,989,742.884,0
18.45,908,536.361,1
17.88,707,275.227,0
7.16,0,0,1
7.46,0,0,0
7.63,0,0,0
6.83,0,0,1
5.56,0,0,1
6.07,0,0,1
5.97,0,0,1
5.72,0,0,1
6.05,0,0,1
6.09,0,0,1
6.02,0,0,0
5.65,0,0,1
6.26,0,0,0
5.84,0,0,0
6,491,145.858,0
5.75,847,416.571,0
6.11,965,651.179,1
5.75,1018,826.462,1
5.79,1025,924.755,1
6.16,1027,943.937,1
5.59,1009,880.123,0
6,967,738.58,0
5.81,877,529.503,0
6.16,665,268.684,0
5.77,0,0,1
6.12,0,0,1
6,0,0,1
5.55,0,0,1
5.95,0,0,1
5.91,0,0,0
6.05,0,0,1
5.44,0,0,0
6.01,0,0,0
5.67,0,0,1
5.59,0,0,0
6.1,0,0,1
5.87,0,0,1
6.17,0,0,1
5.56,407,128.511,0
6.12,209,201.081,0
5.91,270,358.426,0
5.65,984,810.662,0
6.42,339,578.776,1
5.75,591,730.29,0
6.06,687,729.856,1
5.66,963,738.056,0
6.15,484,383.505,1
5.83,0,50.519,1
5.83,0,0,1
6.26,0,0,0
5.62,0,0,1
5.86,0,0,0
6.08,0,0,0
6.07,0,0,0
5.62,0,0,1
6.47,0,0,1
6.43,0,0,1
9.42,0,0,0
17,0,0,1
17.75,0,0,1
16.91,0,0,1
16.78,0,0,0
16.89,407,128.252,0
16.81,783,394.064,1
18.07,914,628.38,1
17.16,973,802.285,0
16.7,985,899.617,0
16.52,988,920.951,1
16.65,107,368.175,1
16.92,586,574.077,1
16.38,828,516.643,0
16.33,613,257.636,1
16.77,0,0,0
16.59,0,0,0
16.69,0,0,1
16.4,0,0,1
16.57,0,0,0
15.97,0,0,0
16.25,0,0,1
16.52,0,0,0
16.19,0,0,0
16.2,0,0,0
15.9,0,0,0
16.41,0,0,0
17.43,0,0,0
19.32,0,0,1
18.62,101,56.95,0
17.61,0,16.095,0
18.44,73,228.537,1
19.75,412,547.5,0
17.84,68,341.328,1
17.22,19,238.939,1
6.47,35,271.391,0
6.27,905,710.881,1
5.84,822,514.267,0
7.59,621,260.761,0
7.98,0,0,1
7.22,0,0,0
6.13,0,0,1
6.11,0,0,1
6.27,0,0,1
5.92,0,0,1
5.79,0,0,1
6.97,0,0,1
6.59,0,0,0
5.73,0,0,0
5.69,0,0,1
5.69,0,0,0
5.47,0,0,1
5.84,0,0,0
5.65,218,86.76,1
5.51,477,297.943,0
5.75,664,529.067,0
5.69,973,803.252,1
5.86,999,909.423,0
5.56,1012,936.574,0
6.13,1005,883.219,0
5.44,645,606.218,0
5.67,900,546.493,0
5.88,207,143.189,0
5.6,0,0,1
5.7,0,0,0
5.57,0,0,0
6.04,0,0,0
5.43,0,0,1
5.83,0,0,0
5.99,0,0,0
5.86,0,0,1
5.43,0,0,1
5.86,0,0,1
5.88,0,0,1
5.58,0,0,0
6.08,0,0,0
5.92,0,0,0
5.85,513,152.135,1
5.51,868,428.603,0
5.91,989,672.488,0
5.78,1043,854.297,1
5.51,1053,955.649,0
6.01,1054,975.208,1
5.83,1032,909.429,0
5.75,125,330.259,1
5.7,151,243.444,1
5.94,169,134.173,0
5.92,0,0,0
5.54,0,0,1
6.17,0,0,0
5.55,0,0,0
5.68,0,0,0
5.82,0,0,1
5.81,0,0,0
5.86,0,0,0
5.53,0,0,0
6.23,0,0,1
5.43,0,0,1
5.62,0,0,0
5.78,0,0,0
5.65,0,0,1
5.69,498,148.268,0
5.52,849,421.945,0
5.97,965,661.024,1
5.41,1018,840.539,0
5.65,1045,948.414,1
5.78,1048,972.266,1
5.56,1034,912.175,0
5.51,995,771.712,1
5.68,912,560.914,1
5.69,722,298.663,1
5.36,0,0,1
5.85,0,0,1
5.68,0,0,0
5.72,0,0,0
5.44,0,0,1
5.84,0,0,1
5.51,0,0,1
5.28,0,0,1
5.91,0,0,1
5.44,0,0,0
5.6,0,0,0
5.44,0,0,0
5.73,0,0,1
5.53,0,0,1
5.45,173,74.98,1
5.91,844,417.684,0
5.29,966,658.871,0
5.73,1023,839.639,0
5.54,1036,945.155,1
5.7,1041,969.685,1
5.37,615,709.749,1
5.62,989,771.106,1
6.3,906,562.24,1
6.71,687,281.966,0
7.4,0,0,0
7.42,0,0,0
7.13,0,0,0
6.95,0,0,0
7.31,0,0,1
7.36,0,0,0
6.85,0,0,0
7.34,0,0,1
7.38,0,0,0
7.25,0,0,0
6.88,0,0,0
7.21,0,0,0
5.9,0,0,0
5.42,0,0,0
6.17,208,85.164,0
5.43,821,413.051,0
5.77,950,654.801,0
5.75,1010,836.126,1
5.71,1037,943.063,0
5.67,1041,968.295,0
5.65,1026,909.302,0
6.05,989,771.106,0
5.44,911,564.731,1
5.77,728,305.156,0
5.87,0,0,1
5.58,0,0,0
5.69,0,0,1
5.71,0,0,0
5.93,0,0,0
5.49,0,0,0
5.91,0,0,1
5.63,0,0,1
5.5,0,0,0
5.52,0,0,0
5.78,0,0,1
5.88,0,0,0
5.53,0,0,1
6.16,0,0,0
5.62,437,135.891,1
5.94,805,407.792,1
5.62,934,647.126,0
5.93,992,826.452,0
5.42,1004,928.182,1
5.88,1004,949.674,0
5.71,983,886.44,0
5.72,651,624.717,0
5.56,582,445.719,0
5.99,121,121.746,0
5.69,0,0,0
5.56,0,0,1
6.11,0,0,1
5.59,0,0,0
7.06,0,0,0
5.55,0,0,1
5.61,0,0,0
5.55,0,0,1
6.05,0,0,0
5.84,0,0,0
6.09,0,0,0
5.98,0,0,1
6.05,0,0,0
5.57,0,0,0
5.78,0,0.945,1
5.58,0,9.463,0
5.37,233,344.268,0
5.65,896,794.616,1
5.47,474,679.333,1
5.71,233,536.198,0
5.3,963,883.1,1
5.94,934,752.423,0
5.32,862,554.746,0
5.5,689,299.048,1
5.79,0,0,0
5.26,0,0,1
5.66,0,0,1
5.64,0,0,0
5.66,0,0,1
5.43,0,0,0
5.7,0,0,1
5.74,0,0,1
5.31,0,0,1
5.79,0,0,0
5.88,0,0,1
5.74,0,0,1
5.5,0,0,0
6.02,0,0,0
5.6,220,89.825,0
5.6,860,429.064,1
6.02,982,675.295,1
5.56,1039,860.259,0
5.59,1040,964.504,0
5.65,1048,992.94,1
5.46,1036,934.201,0
5.61,1006,796.365,0
5.3,931,585.901,1
5.94,759,323.259,0
5.32,0,0,1
5.5,0,0,1
5.93,0,0,0
5.45,0,0,0
5.71,0,0,0
5.49,0,0,1
5.78,0,0,1
5.4,0,0,0
5.61,0,0,0
5.71,0,0,0
5.5,0,0,1
5.62,0,0,1
5.65,0,0,1
5.72,0,0,0
5.5,158,74.594,0
5.96,848,429.34,1
5.4,968,673.82,1
5.51,1024,856.573,1
5.8,1032,961.017,1
5.49,1037,988.181,1
5.69,1024,929.247,1
5.45,991,791.69,0
6.04,915,582.781,0
5.56,741,320.697,1
5.7,0,0,1
5.95,0,0,0
5.49,0,0,0
5.82,0,0,1
5.77,0,0,1
5.67,0,0,1
5.6,0,0,0
5.7,0,0,0
5.74,0,0,1
5.44,0,0,1
6.24,0,0,0
5.8,0,0,1
6.05,0,0,0
5.79,0,0,0
6.08,225,92.643,1
5.99,98,161.596,0
5.44,100,261.208,0
6.05,1017,851.796,0
5.48,1044,961.367,0
5.9,1048,987.011,1
5.88,1033,927.253,1
5.66,794,690.105,1
5.73,530,429.982,1
5.64,753,321.816,0
5.88,0,0,1
5.41,0,0,0
5.91,0,0,1
5.64,0,0,1
5.56,0,0,1
5.71,0,0,1
5.71,0,0,0
5.94,0,0,0
5.57,0,0,1
14.9,0,0,0
17.88,0,0,1
18.22,0,0,1
24.27,0,0,0
28.88,0,0,1
32.49,452,138.97,1
31.24,803,409.95,0
31.52,921,645.932,0
32.42,973,822.454,0
31.37,970,919.931,0
30.54,974,945.475,1
29.17,604,727.234,0
27.57,465,563.362,0
26.88,845,555.7,0
26.38,659,298.589,0
23.28,0,0,1
21.57,0,0,0
19.88,0,0,0
17.4,0,0,0
18.16,0,0,0
17.26,0,0,0
17.12,0,0,0
16.72,0,0,0
16.9,0,0,1
16.34,0,0,0
17.31,0,0,1
17.87,0,0,1
18.6,0,0,1
18.84,0,0,1
18.56,191,84.001,1
18.53,0,62.319,0
18.3,0,26.549,0
18.54,0,117.436,0
17.92,2,143.907,1
18.19,72,381.709,0
18.1,18,232.84,0
17.6,11,182.508,1
16.67,0,64.587,0
8.38,25,88.393,1
7.71,0,0,0
7.7,0,0,1
7.96,0,0,0
8.23,0,0,1
7.75,0,0,1
7.96,0,0,0
7.79,0,0,1
7.72,0,0,1
7.87,0,0,0
7.79,0,0,0
7.65,0,0,1
7.55,0,0,1
7.72,0,0,0
6.69,0,0,1
5.85,0,3.78,1
6.66,0,83.24,1
6.02,336,412.417,1
6.07,132,393.142,1
6.49,16,234.212,1
5.9,0,41.806,1
6.3,0,77.028,1
6.18,0,48.426,1
6.35,0,36.989,1
6.24,25,90.532,0
6.4,0,0,1
6.46,0,0,1
5.97,0,0,1
6.49,0,0,0
6.21,0,0,1
6.23,0,0,0
6.11,0,0,0
6.46,0,0,1
6.16,0,0,1
5.9,0,0,0
6.7,0,0,1
5.98,0,0,0
6.15,0,0,0
6.31,0,0,1
6.08,546,160.765,0
6.22,876,442.162,1
6.14,995,690.417,0
6.66,1050,878.546,1
6.45,1069,991.481,0
6.42,1074,1019.454,1
6.5,1063,963.409,1
6.14,1031,824.515,1
6.46,963,614.754,1
6.56,810,350.147,0
6.34,0,0,1
5.94,0,0,0
6.52,0,0,1
6.01,0,0,0
6.27,0,0,0
6.39,0,0,0
6.11,0,0,1
6.25,0,0,1
10.71,0,0,0
16.98,0,0,0
17.87,0,0,1
19.23,0,0,1
17.61,0,0,1
17.71,0,0,1
17.76,436,136.129,1
17.84,771,404.982,0
17.92,900,641.795,1
17.55,241,475.645,0
18.07,986,931.336,0
17.78,201,533.051,0
17.45,984,907.443,1
17.68,952,775.453,0
17.16,880,574.368,0
17.49,718,322.762,0
18.71,0,0,1
19.99,0,0,1
18.16,0,0,0
18.75,0,0,0
18.12,0,0,1
17.79,0,0,1
18.76,0,0,0
18.95,0,0,1
20.96,0,0,1
19.52,0,0,0
21.4,0,0,0
23.01,0,0,1
21.91,0,0,1
23.36,0,0,0
20.59,441,138.91,0
20.05,775,412.224,0
19.27,904,650.493,1
19.34,966,833.278,0
18.99,999,943.473,1
18.48,1004,969.162,1
18.5,991,913.347,1
18.68,956,779.493,0
9.82,883,576.887,0
6.6,725,325.701,1
6.86,227,59.126,1
6.4,0,0,1
6,0,0,0
7.89,0,0,0
5.34,0,0,1
6.92,0,0,1
5.4,0,0,1
6.27,0,0,1
6.53,0,0,0
5.29,0,0,1
6.42,0,0,1
5.32,0,0,1
6.62,0,0,0
6.36,0,0,1
5.52,477,145.058,0
6.75,794,418.294,0
5.48,916,656.081,1
6.43,973,837.114,0
6.82,999,945.73,1
5.09,1007,973.045,1
6.31,995,916.777,0
5.63,962,783.827,0
6.31,890,581.7,1
6.36,732,329.753,1
5.56,245,63.938,1
6.74,0,0,0
5.19,0,0,0
6.53,0,0,0
6.28,0,0,1
5.77,0,0,0
6.85,0,0,1
5.25,0,0,1
6.86,0,0,1
6.46,0,0,1
5.68,0,0,0
6.46,0,0,0
5.11,0,0,1
6.8,0,0,1
6.35,520,153.655,1
5.32,825,423.883,0
6.54,941,662.865,0
6,995,843.162,0
5.8,1012,950.949,0
6.63,1018,979.293,0
5.51,1006,923.735,1
6.36,968,788.177,0
6.79,897,585.339,1
5.26,743,334.18,1
6.77,270,70.056,1
5.44,0,0,1
6.54,0,0,1
6.72,0,0,0
5.21,0,0,1
7.18,0,0,0
6.58,0,0,0
5.3,0,0,1
10.05,0,0,0
17.67,0,0,1
17.73,0,0,1
18.34,0,0,0
17.3,0,0,1
18.44,0,0,1
18.15,500,150.815,0
18.79,809,423.849,0
16.77,928,664.601,0
18.71,986,848.914,0
17.87,1008,958.085,0
16.63,1016,987.071,1
17.93,1005,931.266,1
18.14,977,798.302,1
16.35,910,596.025,1
17.57,761,340.648,0
18.35,294,75.944,0
15.84,0,0,0
18.03,0,0,0
18.07,0,0,1
18.12,0,0,1
17.39,0,0,0
17.65,0,0,0
18.71,0,0,0
17.33,0,0,0
19.81,0,0,1
18.91,0,0,1
16.69,0,0,0
18.08,0,0,1
16.74,0,0,1
18.17,548,161.556,1
16.06,844,438.391,1
17.22,956,681.823,1
16.67,1009,865.425,1
15.67,1029,973.904,1
16.42,1033,1001.108,1
16.22,1019,944.376,0
17.03,981,807.102,0
11.34,910,601.532,0
7.17,755,344.937,1
5.58,288,76.037,0
7.44,0,0,0
6.22,0,0,0
6.46,0,0,0
7.44,0,0,1
5.98,0,0,0
7.28,0,0,0
6.38,0,0,1
7.24,0,0,0
7.29,0,0,1
5.67,0,0,1
6.95,0,0,1
4.41,0,0,0
5.54,0,0,0
5.59,562,164.504,0
4.86,851,441.66,0
5.51,961,685.663,1
4.86,1013,869.574,0
5.73,1031,979.247,0
4.32,1036,1006.315,1
5.87,1024,949.933,1
5.95,998,814.956,0
4.52,931,609.839,1
5.74,787,353.361,1
4.61,342,85.464,0
6.03,0,0,1
5.57,0,0,0
4.44,0,0,1
6.15,0,0,0
4.2,0,0,0
5.76,0,0,1
5.48,0,0,0
4.9,0,0,0
5.77,0,0,1
4.69,0,0,0
5.52,0,0,0
5.56,0,0,1
4.82,0,0,1
5.59,547,161.462,1
4.82,831,433.975,0
5.82,939,673.412,0
5.76,991,854.56,0
4.58,1004,960.569,0
5.81,1009,988.308,1
4.67,995,932.497,0
5.77,961,797.947,1
5.53,891,595.415,0
4.93,740,343.042,1
5.63,292,78.036,0
4.23,0,0,1
6.3,0,0,1
5.6,0,0,1
4.39,0,0,1
6.19,0,0,1
4.62,0,0,0
5.71,0,0,0
7.99,0,0,1
15.57,0,0,1
17.08,0,0,0
16.68,0,0,1
16.67,0,0,0
17.01,0,0,1
15.37,520,158.907,0
16.98,812,434.806,0
16.29,926,672.786,0
15.67,981,855.956,0
17.79,1011,967.911,1
16.18,1018,997.67,1
21.17,1008,943.646,0
21.61,975,809.448,1
19.49,909,606.683,1
20.13,764,353.617,1
19.12,328,86.095,0
20.15,0,0,1
20.61,0,0,0
16.84,0,0,0
16.31,0,0,0
15.23,0,0,1
16.18,0,0,1
16.19,0,0,0
15.16,0,0,0
16.09,0,0,0
15.23,0,0,1
16.14,0,0,0
16.32,0,0,0
16.06,0,0,1
16.66,562,168.412,0
17.71,843,445.789,0
16.97,952,689.131,0
17.51,1004,872.821,0
16.88,1017,981.425,0
17.96,1022,1009.59,1
17.82,1010,953.62,0
15.87,985,819.165,1
9.05,918,615.025,0
4.65,774,358.816,1
5.86,345,89.333,1
5.53,0,0,1
6.68,0,0,0
6.16,0,0,0
4.6,0,0,0
6.38,0,0,0
4.42,0,0,0
5.83,0,0,1
7.46,0,0,1
5.51,0,0,1
6.05,0,0,0
4.85,0,0,0
5.93,0,0,0
5.82,0,0,1
4.74,559,168.514,1
6.16,821,438.371,0
4.54,922,675.158,0
5.65,38,291.438,0
5.32,508,746.502,1
5.53,376,694.518,0
5.76,769,854.188,1
4.92,377,553.32,1
5.85,264,360.272,1
4.78,322,230.93,0
5.93,0,10.411,0
5.65,0,0,1
5.16,0,0,1
5.78,0,0,0
5,0,0,1
5.95,0,0,0
4.72,0,0,1
6.09,0,0,1
5.76,0,0,0
4.59,0,0,0
6.21,0,0,0
4.57,0,0,0
5.9,0,0,1
5.98,0,0,1
4.71,460,155.797,0
6.05,759,429.158,1
4.4,885,672.863,1
6.18,948,854.962,1
6.04,970,963.413,0
4.59,979,993.081,0
6.33,969,938.191,0
4.78,938,804.3,0
5.67,869,604.284,1
6.21,721,348.352,1
4.59,303,84.648,0
5.78,0,0,1
4.75,0,0,0
5.89,0,0,0
5.81,0,0,0
4.73,0,0,1
7.05,0,0,0
6.16,0,0,0
7.57,0,0,1
7.61,0,0,1
6.89,0,0,0
6.11,0,0,1
5.05,0,0,0
6.04,0,0,1
5.19,511,163.787,1
5.43,793,439.731,1
5.9,909,679.845,0
4.7,967,864.271,0
5.62,991,973.988,0
5.94,1001,1005.048,0
7.28,994,951.675,1
7.01,967,819.082,1
6.33,906,616.777,1
6.74,770,364.418,0
4.38,371,97.55,1
6.16,0,0,1
5.78,0,0,0
4.47,0,0,0
6.01,0,0,0
4.64,0,0,1
5.98,0,0,1
4.98,0,0,0
5.42,0,0,0
6.02,0,0,0
4.36,0,0,0
5.95,0,0,1
4.67,0,0,0
5.58,0,0,0
6.06,519,167.523,1
4.65,797,441.994,1
5.59,910,681.326,1
4.75,964,862.999,1
5.95,989,972.335,0
4.43,764,914.485,0
5.92,686,828.647,1
6.07,520,632.282,0
4.72,842,583.611,0
5.63,57,128.585,1
4.48,58,35.976,0
6.21,0,0,0
5.32,0,0,1
4.72,0,0,0
6.28,0,0,0
4.44,0,0,1
6.02,0,0,0
4.75,0,0,0
5.81,0,0,0
6.03,0,0,0
4.68,0,0,1
6.1,0,0,1
4.75,0,0,1
5.96,0,0,0
5.98,429,153.483,0
4.99,716,417.799,0
5.79,844,657.294,1
5.14,912,837.313,0
5.69,944,947.396,1
4.85,955,978.357,1
6.08,943,923.554,0
5.87,475,618.332,0
4.82,274,376.13,1
5.99,628,329.161,0
4.85,206,71.59,1
5.88,0,0,0
5.73,0,0,0
5.25,0,0,1
7.23,0,0,0
6.22,0,0,0
8.02,0,0,1
6.93,0,0,0
6.27,0,0,0
6.46,0,0,1
4.53,0,0,1
6.14,0,0,1
4.83,0,0,0
5.65,0,0,1
6.04,58,67.42,1
4.44,136,212.389,1
6.19,956,708.828,0
4.56,1007,894.089,0
5.75,1029,1004.704,1
6.47,1032,1031.388,1
4.45,1017,972.808,0
5.94,985,834.372,0
5,914,625.493,0
5.8,766,367.449,1
5.97,357,96.568,1
4.59,0,0,1
5.98,0,0,0
4.69,0,0,1
5.68,0,0,0
5.9,0,0,1
5.01,0,0,0
5.65,0,0,0
5.12,0,0,1
5.77,0,0,0
4.85,0,0,1
5.73,0,0,1
5.84,0,0,1
4.73,0,0,0
5.94,602,190.608,0
4.97,860,470.882,0
5.7,966,717.639,1
5.61,1020,905.854,1
4.85,1036,1016.948,0
5.78,1044,1047.165,0
4.73,1036,992.838,0
5.91,1009,855.946,1
5.7,950,647.746,1
4.47,822,387.04,1
6.06,445,112.811,1
4.89,0,0,0
5.55,0,0,1
5.72,0,0,0
4.71,0,0,1
6.14,0,0,0
5.59,0,0,0
5.24,0,0,1
5.72,0,0,0
4.37,0,0,0
6.26,0,0,0
5.7,0,0,0
4.62,0,0,0
5.98,0,0,0
4.57,644,198.981,1
5.76,882,476.132,0
5.85,977,720.228,1
4.6,1023,906.129,0
5.77,1045,1017.146,0
5.54,1049,1045.005,1
5.09,1039,989.699,0
5.67,1008,852.6,1
4.59,946,645.822,0
6.26,814,384.969,0
5.69,443,113.109,0
4.54,0,0,0
6.01,0,0,0
4.72,0,0,0
5.67,0,0,0
5.99,0,0,0
4.61,0,0,0
5.88,0,0,1
6.1,0,0,1
4.93,0,0,1
5.75,0,0,1
6.2,0,0,0
4.76,0,0,0
5.73,0,0,0
5.53,49,69.288,1
5.46,368,318.391,0
6.11,943,707.938,1
4.85,993,892.387,0
6,1017,1001.531,1
6.18,1024,1030.307,0
4.56,1015,975.622,1
6.25,984,839.608,1
6.02,922,633.983,1
4.43,793,377.596,1
6.45,429,110.105,0
5.85,0,0,1
4.55,0,0,0
6.34,0,0,0
5.72,0,0,1
4.88,0,0,1
6.09,0,0,0
5.68,0,0,0
5.09,0,0,0
6.02,0,0,1
5.82,0,0,1
5.22,0,0,0
6.14,0,0,0
5.6,0,0,1
5.04,632,200.524,0
6.2,3,117.858,0
5.14,276,438.008,0
5.5,34,299.634,1
6.15,612,841.229,1
5.15,495,797.167,1
5.63,38,340.632,1
5.96,31,273.509,0
4.73,6,153.08,1
6.13,0,52.211,0
5.77,0,22.764,1
4.99,0,0,0
5.87,0,0,0
5.82,0,0,0
5.16,0,0,1
5.83,0,0,0
6.14,0,0,0
4.98,0,0,1
5.88,0,0,1
6.24,0,0,1
4.64,0,0,0
6.13,0,0,0
5.87,0,0,0
4.52,0,0,0
6.24,595,196.554,1
5.62,841,474.728,1
4.54,943,714.711,0
6.03,398,635.341,0
5.67,569,823.189,0
4.72,837,966.842,1
5.86,694,858.53,0
5.84,400,595.088,1
4.52,275,391.124,1
5.94,200,207.763,1
6.04,34,36.249,0
4.31,0,0,1
6.25,0,0,0
4.96,0,0,1
5.48,0,0,1
6.27,0,0,0
4.32,0,0,0
5.76,0,0,0
6.24,0,0,1
4.28,0,0,1
5.89,0,0,1
5.98,0,0,1
4.4,0,0,0
5.98,0,0,1
5.01,0,22.74,1
5.36,0,5.68,0
5.85,0,21.817,1
4.44,20,252.727,1
6.21,159,541.649,1
5.59,0,117.81,0
4.57,29,316.872,1
6.11,14,214.624,1
4.43,837,610.942,1
5.87,690,356.637,0
6,163,67.855,0
4.59,0,0,0
5.86,0,0,0
5.91,0,0,1
4.72,0,0,0
5.75,0,0,0
5.2,0,0,1
5.52,0,0,1
5.72,0,0,1
5.1,0,0,0
5.91,0,0,0
5.92,0,0,0
4.85,0,0,1
5.97,0,0,1
5.24,0,3.781,1
5.37,0,12.312,0
6.06,0,107.303,0
4.73,1,134.489,1
5.7,12,222.654,1
6.34,90,469.258,1
4.52,95,445.909,1
5.94,311,553.156,0
6.37,347,425.847,1
4.39,325,255.027,0
6.05,120,58.786,1
5.42,0,0,1
5.2,0,0,1
6.07,0,0,1
4.67,0,0,1
6.05,0,0,1
5.86,0,0,0
4.7,0,0,1
6.12,0,0,1
5.72,0,0,1
4.93,0,0,1
5.87,0,0,1
4.45,0,0,0
6.18,0,0,1
5.96,505,189.422,0
4.65,759,460.197,1
5.93,877,705.173,1
5.97,365,627.823,0
4.9,467,769.123,0
5.85,971,1023.376,1
6.1,955,964.89,0
4.53,940,832.732,1
5.74,136,315.217,1
5.35,347,263.196,1
5.35,0,20.856,1
5.93,0,0,1
4.96,0,0,1
5.82,0,0,1
6.2,0,0,1
4.74,0,0,1
5.95,0,0,0
6.17,0,0,0
12.51,0,0,0
18.05,0,0,0
26.13,0,0,1
29.64,0,0,0
30.7,0,0,0
30.25,0,0,1
29.42,614,210.639,0
35.89,862,496.062,0
34.42,967,741.397,0
29.43,1015,925.273,1
31.35,1034,1033.028,0
30.17,1037,1058.945,1
28.91,1023,997.93,1
28.29,990,857.577,0
26.51,929,650.34,0
26.04,804,392.817,0
26.2,466,118.426,0
26.98,0,0,1
25.26,0,0,1
19.54,0,0,1
18.77,0,0,1
16.46,0,0,1
18.38,0,0,1
18.62,0,0,1
18.59,0,0,0
19.84,0,0,1
18.96,0,0,0
18.51,0,0,1
17.56,0,0,0
19.91,0,0,1
18.24,0,24.637,0
17.62,812,482.321,1
18.54,914,722.124,1
17.44,966,905.242,0
17.38,970,1007.338,0
18.35,260,650.626,1
17.02,329,672.289,0
15.37,233,505.498,1
7.47,0,120.443,0
5.71,279,241.367,1
4.52,343,103.574,1
5.8,0,0,0
5.45,0,0,1
5.73,0,0,1
5.84,0,0,1
4.67,0,0,0
5.55,0,0,1
4.94,0,0,1
5.52,0,0,0
5.53,0,0,1
4.68,0,0,1
5.8,0,0,0
5.76,0,0,0
4.41,0,0,0
6.03,0,4.728,1
4.78,5,127.221,0
5.31,0,42.726,1
6.01,5,159.588,0
4.48,14,243.595,1
5.6,72,451.513,1
6.17,126,503.552,1
4.41,899,834.609,1
5.68,820,623.665,1
5.63,661,364.348,0
4.63,298,97.871,0
5.87,0,0,0
4.66,0,0,1
5.45,0,0,1
5.92,0,0,1
4.28,0,0,0
6.05,0,0,0
5.63,0,0,1
4.32,0,0,0
6.21,0,0,0
5.69,0,0,1
4.51,0,0,0
6.11,0,0,0
